gene_id	muscle_dietP_logFC	whole_body_dietP_logFC
FBpp0085997	0.0542492202649891	0.113234312618586
FBpp0085999	-0.0219954261402062	-0.763421333181749
FBpp0086000	-0.233217974328353	-0.30445919054095
FBpp0086004	-0.0403394719376299	-0.0312408781727647
FBpp0086006	-0.0354335585785426	-0.28177483994093
FBpp0086007	0.0255268295371256	0.160932889981344
FBpp0086008	-0.14267925978567	0.0818499419740296
FBpp0086010	-0.0408598972460552	0.0875316461761938
FBpp0086011	-0.0560560834032339	-0.0183938805453003
FBpp0086012	0.0104876715499873	-0.191859844394134
FBpp0086013	-0.199929648713856	0.0169270143235395
FBpp0086017	-0.0430825544111905	0.110955076466045
FBpp0086019	-0.012822512543871	-0.598625568080257
FBpp0086020	-0.112568986535861	0.0800030589780536
FBpp0086024	-0.0253573402885818	0.234557913556001
FBpp0086025	-0.0338739314099806	-0.359598223909282
FBpp0086041	-0.00484601977034582	-0.0327261223880442
FBpp0086042	-0.00412971071044654	0.288060660968754
FBpp0086043	-0.0363877890849271	0.14571280479604
FBpp0086045	-0.10112311973061	0.0923343724781276
FBpp0086046	-0.0205711609336261	0.10532215185078
FBpp0086048	-0.111103683267749	0.0619712635545316
FBpp0086049	-0.0807498685972481	-0.00298139074719272
FBpp0086050	-0.0259675156501806	0.175340859864576
FBpp0086051	-0.0743402789662883	0.0949376078910757
FBpp0086052	-0.00676624586781704	0.0511197734585087
FBpp0086054	-0.00685117069414054	0.0326506762745275
FBpp0086055	-0.427287101602753	0.059649560830413
FBpp0086056	0.022446528318845	0.0956075741688464
FBpp0086057	-0.145850503003515	0.0166157506387447
FBpp0086058	-0.0503967282769804	-0.112825319252707
FBpp0086059	-0.0161155389125893	-0.220158415317198
FBpp0086060	-0.0351880993733361	-0.784267519496403
FBpp0086061	-0.0536574067752221	0.140093922707195
FBpp0086062	-0.0563170587064648	-0.0167233263325327
FBpp0086063	-0.184259425193124	-0.10477353030768
FBpp0086065	-0.0585783877924484	0.0264854743991103
FBpp0086066	-0.118892191748548	0.0592123636332862
FBpp0086069	-0.203369934533039	-0.0279912947122155
FBpp0086073	-0.0461122349178126	-0.15557086162202
FBpp0086074	-0.133579553551742	0.205525065756629
FBpp0086075	-0.0449651400646112	0.814176586676012
FBpp0086076	-0.107281188302097	0.00737056457939456
FBpp0086077	-0.0351467889358572	0.121958093016062
FBpp0086082	0.0322051524261402	0.0268527388977047
FBpp0086083	-0.0570025306328471	-0.239120168429588
FBpp0086085	0.00547718072349851	-0.439163041779258
FBpp0086091	0.523423179465835	-0.19510635305481
FBpp0086094	-0.109829580685594	0.0930875111153667
FBpp0086096	-0.0210717948070387	0.133027883946952
FBpp0086097	-0.178824348055328	0.0277066196547646
FBpp0086101	-0.113483499218132	0.237057280305136
FBpp0086102	-0.112234358263757	0.0380995671209007
FBpp0086103	-0.147602335802048	-0.000261617567795636
FBpp0086107	-0.10887914599284	-0.0155139406815368
FBpp0086109	-0.0471066181149142	0.164775707589876
FBpp0086110	-0.0751447478598296	0.0314524154174238
FBpp0086111	-0.0360479803232663	0.0677038541377692
FBpp0086113	-0.0179126366873106	0.0855615303394818
FBpp0086115	-0.0584342338604403	0.161949459084288
FBpp0086116	-0.17359657365576	-0.0642183937825799
FBpp0086117	-0.090253346919809	0.147199959024722
FBpp0086118	0.0148949913880853	0.108393191669836
FBpp0086119	-0.0511151342242864	0.0604918196693696
FBpp0086120	-0.0690205678679205	0.0711428849477124
FBpp0086122	-0.0188386359165005	0.258749951428725
FBpp0086124	-0.11189762952392	0.257808207268475
FBpp0086126	-0.0670166993932282	0.00162437804300841
FBpp0086127	0	-0.0683795266997358
FBpp0086128	-0.0585610171473139	0.158169930168445
FBpp0086129	-0.0994298005377507	-0.201132248395992
FBpp0086132	-0.0300913292120844	0.0738201622922995
FBpp0086135	-0.107981107503114	-0.110742275877622
FBpp0086136	-0.00493061170555914	0.761623893891739
FBpp0086137	0.0249930268025738	-0.198370900641808
FBpp0086138	-0.344134961405927	-0.0178068107596184
FBpp0086139	-0.113887008706367	0.318116901266959
FBpp0086140	-0.0143690806564807	-0.114228872964868
FBpp0086141	-0.223789535743697	-0.546809299667959
FBpp0086142	0.0258245274833291	-0.474037066415457
FBpp0086148	0	-0.60920778163414
FBpp0086149	0.106588485268677	-1.52234146695567
FBpp0086150	0.126031854571231	-0.913437457471382
FBpp0086151	0.101754705231548	0.0305848165631156
FBpp0086152	0	-0.222083417595479
FBpp0086153	-0.00259889995915985	-0.74076166716168
FBpp0086155	0.00997101694579	0.18136697600814
FBpp0086159	-0.027348097625	0.552552462561568
FBpp0086161	-0.0814664428033913	-0.579274400699091
FBpp0086164	-0.015213668807606	-0.00226993829858801
FBpp0086165	-0.0841351829546659	-0.0321814018517763
FBpp0086167	-0.112358135693307	0.0292100160206033
FBpp0086175	-0.0219645402004544	0.117868798905099
FBpp0086177	-0.0964606547621889	-0.0198736371815785
FBpp0086183	0.0943170882637347	0.0876856243292749
FBpp0086186	-0.0660131741550414	0.0861632993965236
FBpp0086191	-0.109084103112994	-0.0681182343820959
FBpp0086192	0.0594911190746936	-0.56958954948094
FBpp0086193	0.325345092695554	0.0380399088448955
FBpp0086194	0.916988437558977	0.667293351029815
FBpp0086196	0.0112404639703303	0.0842904594521703
FBpp0086197	-0.217948611746517	0.0530390307090535
FBpp0086199	0	-0.887096540249123
FBpp0086203	-0.0588930594841501	0.0885689525825402
FBpp0086204	-0.0265549564791948	-0.126507275256508
FBpp0086205	-0.126491063222667	-0.0989844706769942
FBpp0086206	-0.070117202162347	-0.0660340404789724
FBpp0086207	-0.044971174959644	-0.179495121126575
FBpp0086208	-0.0120812501105636	-0.649480442323262
FBpp0086215	0.0207196605655641	-0.695484955985527
FBpp0086218	0	0.206044697134208
FBpp0086219	0.0143560889443661	0.111286895936594
FBpp0086222	-0.0302288327528957	0.167360114248487
FBpp0086223	-0.0543056379891372	0.0452679454633349
FBpp0086226	-0.0785608477133837	-0.0513728436119787
FBpp0086227	-0.0753889527688772	0.13022341001629
FBpp0086228	1.23918946202096	1.33356312018011
FBpp0086229	1.58496250072116	0
FBpp0086230	0	0
FBpp0086231	0.587612338389041	-0.192632269349797
FBpp0086233	-0.0354439306726262	0.584304499246121
FBpp0086235	0.00632531901973227	-0.640100632315315
FBpp0086237	-0.0466414730967982	0.248050029016209
FBpp0086239	0.00303940793729746	-0.695333924843751
FBpp0086244	-0.0641209721783184	-0.202305478283778
FBpp0086246	-0.166419839380758	0.0218767651318657
FBpp0086249	-0.115297482763962	0.0338183986453868
FBpp0086252	-0.124821909123168	0.0430244835919751
FBpp0086253	0.00943046192503089	-0.670791956473846
FBpp0086254	-0.00310509353394606	0.111799390884884
FBpp0086255	-0.0301503299800706	-0.110168616829141
FBpp0086257	-0.0639533267996447	-0.174999968008806
FBpp0086258	-0.0480315323655567	0.0915379934630329
FBpp0086261	-0.0279052084377434	0.208351484673181
FBpp0086263	0.0367371623445252	1.27538440584532
FBpp0086264	-0.0517714673448715	0.013138967653115
FBpp0086266	-0.115097202375231	0.034406621093566
FBpp0086267	-0.0734768002555731	-0.300511313796079
FBpp0086269	-0.142077046615261	0.00792006710042514
FBpp0086272	0.00140828727340941	-0.437245822496436
FBpp0086273	0	1.58496250072116
FBpp0086274	0.0346851521790037	0.0988053487026304
FBpp0086275	-0.156240939892692	0.0539715986094971
FBpp0086276	0.482302552812781	-0.497846860597397
FBpp0086279	-0.0127506599691193	-0.701413043519312
FBpp0086280	-0.0415027173252538	-0.190423673724901
FBpp0086281	0	-0.684431518003278
FBpp0086282	0	1.24054725745312
FBpp0086283	-0.0478072620661287	-0.820971673168164
FBpp0086284	-0.099160399911058	-0.093757998406248
FBpp0086288	-0.0713530668091582	0.141932369744934
FBpp0086289	-0.183594516176815	-0.150596170345545
FBpp0086294	-0.0955433325527398	-0.00641923354790286
FBpp0086296	-0.0279442349706268	-0.675919920911386
FBpp0086301	-0.136195926607054	0.0979255258449869
FBpp0086303	0.00326987666833489	-0.613172259590296
FBpp0086304	-0.0329980764682256	-0.364917034005673
FBpp0086311	-0.040331246001966	-0.743719873372507
FBpp0086312	0.13924484030324	0.146100411345549
FBpp0086313	0.593609671117616	-0.0755696128820857
FBpp0086314	-0.102841536789653	-0.147213670181012
FBpp0086315	-0.000404296019835382	0.0262120394238956
FBpp0086322	-0.122930211729758	-0.133800445118321
FBpp0086323	-0.0797536700295056	0.014301092167322
FBpp0086324	-0.0419285581101205	-0.520107020865915
FBpp0086325	-0.00771745488631725	-0.667727102934971
FBpp0086326	0.505114218345004	-0.667974922658972
FBpp0086327	-0.778398326880965	-0.90332655634149
FBpp0086328	-0.0421462290502488	0.0866657433202165
FBpp0086329	-0.0694072763582645	0.0123037415247036
FBpp0086332	0.0255644426585399	-0.526016048139337
FBpp0086333	-0.0343845178352732	0.078507809815777
FBpp0086334	-1.58496250072116	0
FBpp0086335	-0.0171945873620367	0.0949324035380602
FBpp0086336	0.525721160779839	-0.413598462843638
FBpp0086341	-0.502179286603071	-0.735620199813671
FBpp0086343	-0.079017493878424	0.0136695176502678
FBpp0086344	-0.144207731919732	0.0368645259433413
FBpp0086345	-0.0776168099722998	0.0888367033142005
FBpp0086346	-0.137001238206651	0.0955450144519417
FBpp0086348	-0.0526812454244814	0.018358147396514
FBpp0086351	-0.0721076559177765	0.0471031038664671
FBpp0086352	-0.0980946939807348	0.138293501536188
FBpp0086354	-0.123059616888511	0.0537271398160436
FBpp0086361	-0.00647665872124581	0.904984678270708
FBpp0086362	0.0437315536462783	-0.580280288781552
FBpp0086363	0.575231847287565	-0.154944446088419
FBpp0086370	-0.0529162433475903	-0.337648509433927
FBpp0086372	-0.0645536247708061	-0.111218195391435
FBpp0086373	-0.0725605211589033	0.00187727887528055
FBpp0086375	-0.108567664634314	0.12758167901075
FBpp0086380	-0.0329998173844689	0.0328615614452258
FBpp0086382	-0.122669750798964	0.0104718328337902
FBpp0086384	-0.0518642467563921	-0.11530044478528
FBpp0086385	-0.157391475372237	-0.00787921114875045
FBpp0086387	-0.0320871887198138	0.0842899074974625
FBpp0086388	0.0059489629430558	-0.632275938032366
FBpp0086392	-0.109364498844456	-0.0333896467130627
FBpp0086393	-0.107110353182737	0.0696046188361497
FBpp0086397	-0.176341124947246	0.0923939030369694
FBpp0086399	-0.0702570608655584	-0.0429549817232199
FBpp0086400	-0.130606825778132	0.0285499313348954
FBpp0086401	-0.059770330188879	-0.215465787540919
FBpp0086402	-0.0620960864791307	0.106050191612578
FBpp0086405	-0.108501539128709	0.0377011767489837
FBpp0086406	-0.111392759604006	-0.018190998904197
FBpp0086415	-0.02836818994479	-0.725870571066156
FBpp0086416	-0.120445968901011	-0.0850724665401399
FBpp0086417	-0.0297118635081189	-0.314705314715978
FBpp0086420	-0.0891079208275315	-0.0312980589660117
FBpp0086421	-0.0294851436299131	0.0533666785793812
FBpp0086423	-0.0508015423352236	-0.149976180718657
FBpp0086426	-0.0563560725263546	0.028733622442936
FBpp0086427	-0.465471398337112	-0.362913749287855
FBpp0086431	-0.0898371169143835	-0.120954808570002
FBpp0086433	-0.0865765535139065	0.0854231791484851
FBpp0086441	-0.0344225676030669	-0.0554550060306873
FBpp0086442	0.12504940332664	-0.588704018548036
FBpp0086445	0.0894419680497462	0.0332210470849903
FBpp0086446	-0.00568261829879901	0.032563196232164
FBpp0086453	0.106517860772022	0.810134836793093
FBpp0086454	0.0169571108986649	0.0821259421947453
FBpp0086462	0	0.804400011947551
FBpp0086464	-0.0311671763242505	-0.0880394514203721
FBpp0086467	-0.0444494718370075	0.253837293696763
FBpp0086468	-0.148789652388564	0.0106663185356874
FBpp0086469	-0.201954415963152	0.0180601069772595
FBpp0086474	-0.0777711446409057	0.0387127587437784
FBpp0086475	-0.0791775444705609	0.112295595407269
FBpp0086479	-0.0268883374088671	0.0139599944415446
FBpp0086482	-0.249667936066541	-0.370373959233548
FBpp0086483	-0.0675116133071298	0.0395096093507378
FBpp0086485	-0.123694139081407	-0.0568306048680977
FBpp0086486	-0.0850821508236747	0.480598021349775
FBpp0086487	-0.0288501343704397	-0.480042878745956
FBpp0086488	-0.101368278781128	0.0989566105302553
FBpp0086494	-0.0127022649431208	-0.110823044359685
FBpp0086496	-0.0616430746897867	-0.0321563845740905
FBpp0086497	-0.168143735885108	0.157541672198056
FBpp0086498	-0.104182596465168	-0.00327624112990932
FBpp0086500	-0.0513118865402598	0.00520234683339804
FBpp0086501	-0.0795436036380368	0.0752528442339961
FBpp0086503	-0.158891680441385	-0.540413014128211
FBpp0086505	-0.134055939588125	0.0314548629677825
FBpp0086507	-0.0467321192109749	0.159036695655867
FBpp0086514	-0.0272281452097891	0.0277326681843888
FBpp0086518	-0.0139013574955034	0.828620403401903
FBpp0086519	-0.00648447587809009	0.107982656218022
FBpp0086520	-0.0349459535276027	-0.0573591164817748
FBpp0086521	0.174782918095751	1.20973123403899
FBpp0086522	0.00657357103371048	1.13859187375134
FBpp0086523	-0.0892348847097953	0.190341018166541
FBpp0086524	-0.0982162170963468	0.152301306763269
FBpp0086526	-0.0310184927167845	-0.727851663747793
FBpp0086530	-0.0076728760558703	0.00388550273399679
FBpp0086531	-0.0780104843470151	0.248195851452521
FBpp0086532	-0.454506479672856	1.15198298316108
FBpp0086535	-0.0387335521919607	0.120797240848201
FBpp0086536	-0.0909761270958713	-0.0885428020288777
FBpp0086537	0.0248492556772037	-0.657809797151502
FBpp0086538	-0.157180915125413	0.125324047988693
FBpp0086539	0.0678280229707791	-0.0573585928800392
FBpp0086540	-0.0559618852690913	0.178946076324373
FBpp0086545	-0.172031680542954	-0.011674375159525
FBpp0086548	-0.109661147536865	-0.0588045140486554
FBpp0086549	-0.102317447877438	0.165589754580168
FBpp0086551	-0.409302194430587	0.912035704624257
FBpp0086552	-0.0144623285679077	0.115314613716162
FBpp0086555	-0.0453906128384804	-0.219417384392142
FBpp0086558	0.0504586710438778	0.107874275732837
FBpp0086563	-0.111723975984197	0.137025048261493
FBpp0086566	0.568226613361764	0.0717369406616585
FBpp0086567	0.377390317982215	0.129761114584709
FBpp0086568	0.32928197966603	0.111969410074062
FBpp0086569	-0.00851393507086418	0.177929132885712
FBpp0086570	-0.0963378720667356	-0.066099339225321
FBpp0086571	-0.0463235656751135	0.128698089213788
FBpp0086574	-0.0406773944827807	-0.158661092519656
FBpp0086577	-0.384877470384477	0.0298925584448278
FBpp0086578	-0.00650202081222029	0.0723443868166695
FBpp0086579	-0.0922934475017484	-0.0740228524423866
FBpp0086580	-0.0340778504570665	0.0759209977185156
FBpp0086581	-0.360054995325198	-0.20493391093647
FBpp0086582	-0.193645541063597	-0.698071433032434
FBpp0086583	-0.0773339740260728	-0.354721505160273
FBpp0086585	-0.114072744930947	-0.238124601066151
FBpp0086586	-0.129678244202597	-0.277242933060817
FBpp0086590	-0.123287397883083	0.0346044456493054
FBpp0086591	-0.0383443229642308	0.0734138505646849
FBpp0086593	0.00521718914972913	-0.662198718521287
FBpp0086594	-0.0474829741459823	-0.660604986432339
FBpp0086598	0.0317937441029982	-0.170721342615057
FBpp0086599	-0.0638198475710294	0.00575142842968063
FBpp0086603	-0.117616026683386	0.0457788328619836
FBpp0086605	-0.0113097401077505	-0.00181678369080784
FBpp0086606	0.00381820334572525	0.147089434891808
FBpp0086607	0.011661453006623	-0.3440964550371
FBpp0086608	0.0181435607899831	-0.731053133374554
FBpp0086609	-0.000297532600314454	-0.712280071766033
FBpp0086610	-0.00731274401665871	-0.702554311052169
FBpp0086611	0.0269393762398045	-0.691585393408295
FBpp0086613	-0.431257382657269	1.16234571188684
FBpp0086614	-0.176924046730229	-0.087477519117101
FBpp0086615	-0.510011583638274	-0.0116656288424868
FBpp0086616	-0.0363617668874288	0.108071791818163
FBpp0086617	0.00972077617046763	0.437318425963994
FBpp0086623	0.043451511882568	0.058721331479909
FBpp0086627	0.0278874531217492	0.0607194336117393
FBpp0086628	-0.0624428918298324	0.647890123854557
FBpp0086629	-0.151811042321729	-0.0064142227011697
FBpp0086630	-0.0735410629288423	0.0700350744197117
FBpp0086632	-0.054967599511865	-0.940041257747943
FBpp0086633	0.101517249471982	-0.0880881397547427
FBpp0086640	-0.0647281153269751	-0.00141125282596899
FBpp0086643	0.105091808182013	0.0811455853697408
FBpp0086645	0.00186403808728652	-0.0711136648692301
FBpp0086646	-0.099669297704247	-0.00664277537139446
FBpp0086647	-0.0882532013111188	0.144556435467097
FBpp0086648	-0.116183992928669	0.131637868483768
FBpp0086649	-0.0367016122677966	0.106316159649808
FBpp0086650	-0.0953248401082749	-0.15105734631979
FBpp0086651	0.011641983733706	-0.287074781568608
FBpp0086652	-0.104637314159304	-0.137226084364033
FBpp0086654	-0.0576780039853462	-0.00804921501172873
FBpp0086659	-0.106160419207944	0.0123971893537695
FBpp0086661	-0.187954401104888	0.20283826588133
FBpp0086664	-0.0190137250883143	-0.176014437368299
FBpp0086665	-0.109020989990968	-0.0911209315094715
FBpp0086666	-0.192862784086564	-0.510399190651729
FBpp0086667	-0.0842898904349219	-0.321632596455571
FBpp0086668	-0.100551145501768	0.159304338872463
FBpp0086674	-0.143520155690977	0.0103660070668968
FBpp0086675	0.0392130981890755	-0.0175266044890202
FBpp0086676	-0.117277016044331	0.162111497700231
FBpp0086682	-0.0892098699954076	0.0607085314185963
FBpp0086683	-0.602559418782492	0.236800969610197
FBpp0086684	-0.0663786686438179	0.0618080580635663
FBpp0086687	0.12467138067861	0.169688387585931
FBpp0086688	-0.0537751967111548	-0.0756958787973334
FBpp0086689	0.0868087343590092	0.726937992854727
FBpp0086690	-0.0683011563937278	0.20363856973847
FBpp0086694	-0.0680440624832634	-0.124260301728169
FBpp0086695	-0.054988160739047	-0.110698508373202
FBpp0086700	-0.131158782505627	0.00570238634770059
FBpp0086702	-0.0202695848460728	0.177808549256981
FBpp0086703	0.0166274465222287	-0.125937788868287
FBpp0086704	0.00430461616950462	-0.0766171166779894
FBpp0086705	-0.195962174085363	-0.0501532567267554
FBpp0086706	-0.0523989704469112	-0.519082509586297
FBpp0086707	-0.0734463768181152	-0.256231196645158
FBpp0086711	-0.104250001671204	-0.0974742462228563
FBpp0086719	-0.255312663706209	0.179337538932865
FBpp0086720	-0.0911701953080237	-0.000355494026601066
FBpp0086721	-0.0469812319306935	-0.0239259856611437
FBpp0086722	-0.0122366870168094	0.322543505529858
FBpp0086725	0.00906335469639075	-0.476505950798677
FBpp0086727	-0.0632039761075196	0.090082238151352
FBpp0086731	-0.0606116714163908	0.161058408454611
FBpp0086732	-0.0202456256732841	-0.192820538841873
FBpp0086734	-0.011139027916776	-0.651470774759511
FBpp0086735	0.0504663282904056	0.0213703673419378
FBpp0086738	-0.0703600163572276	0.250946906775963
FBpp0086741	-0.0089113950303652	-0.123721056133024
FBpp0086747	-0.140771786649208	0.0523469527455762
FBpp0086748	-0.105653904884343	-0.166936890796058
FBpp0086749	-0.0842295022310304	0.0542465608916346
FBpp0086750	-0.00613942634426834	-0.609998578511989
FBpp0086752	-0.0176842383052359	-0.755419207051878
FBpp0086753	-0.468827969124977	-0.749804221236475
FBpp0086754	-0.145764855787133	0.0777553007343511
FBpp0086755	0.262943969551793	-0.358872319615574
FBpp0086756	-0.282575823031417	0.140299022336407
FBpp0086758	-0.164709691964953	-0.00183516974277775
FBpp0086759	0.019126305816575	-0.0292793430207496
FBpp0086763	0.373490224520498	-0.493490123671157
FBpp0086764	0.0676098148930104	-0.0323741458636982
FBpp0086766	-0.0180839724683391	-0.83051537297279
FBpp0086767	-0.0271107145509213	-0.0748547621796227
FBpp0086768	-0.542076406085707	-0.0758390354493529
FBpp0086770	-0.00485521661924437	-0.0609611588129876
FBpp0086771	0.000343242113396314	-0.147425343733089
FBpp0086772	-0.023249931412778	-0.427976509850899
FBpp0086773	-0.0337950300491465	0.232552933242709
FBpp0086775	-0.00522676401786909	-0.709236527811457
FBpp0086776	-0.0147471607748862	0.207254810892312
FBpp0086777	-0.00512153897007361	-0.702147671200044
FBpp0086778	-0.577370681195368	-0.818144757062244
FBpp0086780	0.128406748086428	0.605939828192603
FBpp0086782	0.023658440388286	-0.695744724255783
FBpp0086784	0.00479706773297611	-0.482998904372226
FBpp0086785	-0.641333432935202	0.166551707275943
FBpp0086786	-0.0777601108455043	-0.0777484386054158
FBpp0086787	0.0749512531762083	-0.608345512778465
FBpp0086788	-0.0360789603108121	-0.0396407770752365
FBpp0086790	-0.0906314825528149	0.066978967182488
FBpp0086791	0.0407328563359507	-0.534301843578027
FBpp0086793	-0.00352168104596462	1.24803105631045
FBpp0086794	0.00698418021660241	-0.446981449878112
FBpp0086795	-0.0660003422463569	-0.257338868900748
FBpp0086796	0.194716699056697	-0.343694267537701
FBpp0086797	-0.526765084555533	-0.791290012017382
FBpp0086803	-0.156920079548828	0.0109066460279881
FBpp0086806	-0.102177020351554	0.0513860565405433
FBpp0086813	-0.0604038257540928	0.243516225106226
FBpp0086819	-0.0781366747010512	0.149250606009772
FBpp0086820	-0.0473917016750832	-0.00583417649858808
FBpp0086821	-0.0325067707520651	0.135425160583154
FBpp0086831	-0.0291632058170599	-0.525389672943676
FBpp0086832	-0.192204120079589	0.0136826738146551
FBpp0086833	-0.117254864005686	0.0372023707709703
FBpp0086834	0.00509953844235572	-0.0649365839005938
FBpp0086837	-0.290140014461196	0.137568408467421
FBpp0086838	-0.509099809270761	-0.807335091077799
FBpp0086839	0.0233862286299522	-1.03839383175323
FBpp0086841	8.77422505692893e-05	-0.0283379093109619
FBpp0086842	-0.0809085035676658	0.0820399340545069
FBpp0086845	0.0646921784274637	-0.188892257639936
FBpp0086849	-0.0553932418026628	-0.0661036195134954
FBpp0086851	-0.124579078571598	-0.242621180385556
FBpp0086852	-0.0697395471114755	0.0168950206670269
FBpp0086853	-0.111098462754037	0.0708078381746639
FBpp0086855	-0.106923359168114	0.147757495249673
FBpp0086856	0.0210207060474026	-0.0653199384315402
FBpp0086857	0.00980620846510616	0.224885647964568
FBpp0086860	-0.0349446221336425	-0.79914201175606
FBpp0086861	-0.0171227696405737	-0.219231989039321
FBpp0086866	0.0116236774926177	0.0657665658916213
FBpp0086867	-0.0710846953592038	-0.0735669318215488
FBpp0086869	-0.0110361082599983	-0.637257683495789
FBpp0086870	0.00510229775657267	-0.652145988945972
FBpp0086872	-0.124459464702818	0.0259964535029513
FBpp0086873	-0.0866152428794709	-0.181968801361575
FBpp0086874	-0.0836493377539557	0.00812233556453468
FBpp0086876	-0.102902354309022	0.0510263871224567
FBpp0086877	-0.0798862975024504	0.152079228957699
FBpp0086879	-0.198074666660205	-0.0826101178046745
FBpp0086881	-0.0102569632186931	-0.618269311832831
FBpp0086885	-0.3504196765307	-0.0845571931715485
FBpp0086887	-0.115325955895365	0.0427191831611365
FBpp0086892	-0.0107968117773768	-0.51585729984
FBpp0086893	0.0145041146099317	-0.149394846696694
FBpp0086894	-0.31739152362048	0.434540725466031
FBpp0086895	-0.161743330653251	0.000575304517356101
FBpp0086897	-0.105507348879572	0.108502303951846
FBpp0086898	-0.0246434738499073	0.199866179562081
FBpp0086901	-0.108870970872553	0.00345476402273598
FBpp0086902	-0.029175095500769	-0.994351239897384
FBpp0086903	-0.0280403415019548	0.283460317079624
FBpp0086905	0.0386116431535446	-0.420267437658784
FBpp0086907	0.00865723096187809	0.0220129685594297
FBpp0086909	0.0627496799450555	0.318770796465581
FBpp0086910	0.0201516450728906	0.400265661423542
FBpp0086911	-0.0325833968393696	0.166048163933839
FBpp0086914	-0.134253538824117	0.0346564137928363
FBpp0086915	-0.0265794359448593	-0.468412362078811
FBpp0086918	-0.0594681584354645	-0.0278968524759902
FBpp0086919	-0.0833474753194845	0.031942358469092
FBpp0086926	0.0258859972430271	-0.657147653498786
FBpp0086928	0.63085377188105	-0.386242096536346
FBpp0086930	-0.880634884439323	-1.25732849368986
FBpp0086933	-0.0542866764733538	0.15829263448763
FBpp0086935	-0.0354739277236777	0.269488318745888
FBpp0086936	-0.000842063332464726	-0.704469884070206
FBpp0086937	0.00110320958350862	-0.317150486589568
FBpp0086938	-0.0280799200158036	-0.204623414109166
FBpp0086939	-0.11267728634098	0.252417842865525
FBpp0086941	-0.0380299586556505	-0.040691915500406
FBpp0086953	-0.0534626203841799	0.0258194834248557
FBpp0086954	-0.0427957526503788	-0.0283776421760031
FBpp0086957	-0.115557106354481	-0.0368975462000153
FBpp0086960	0.0429342673218176	-0.0243703301814606
FBpp0086962	-0.0469025461810069	0.320843104546955
FBpp0086965	-0.0197989323712922	0.0738770612637909
FBpp0086966	-0.0883169686763787	0.0910923441878763
FBpp0086967	0.100765750350805	0.845729383005915
FBpp0086968	-0.00527018707634797	0.0384882379225786
FBpp0086970	-0.0305574003494697	0.25630716684651
FBpp0086971	-0.138125663334817	0.00022705095814135
FBpp0086974	-0.0505649127488546	-0.0267170876292677
FBpp0086975	-0.0474173305988292	0.00932056220270638
FBpp0086978	-0.0294489913122349	0.45693714587335
FBpp0086980	-0.0845197757921785	-0.3890838157003
FBpp0086984	-0.142663660681593	0.0416904079890624
FBpp0086985	-0.273842094996577	-0.161847896281605
FBpp0086986	-0.000950378753745373	-0.429968782588923
FBpp0086993	-0.0913678893531478	0.0864768645010503
FBpp0086995	-0.38932801929282	-0.062299045920004
FBpp0086996	-0.0301825949155041	0.0108340952772296
FBpp0086997	0.013759606024738	0.0570950609207242
FBpp0086998	-0.076075270266118	0.194103314150277
FBpp0087004	-0.0409401714447015	0.0601941560620141
FBpp0087006	-0.133347318924229	-0.147015555589077
FBpp0087008	-0.042190510706981	0.118387190147606
FBpp0087010	-0.0432029867435255	-0.151685680172689
FBpp0087012	-0.0346336642890455	-0.0852709842731699
FBpp0087015	-0.031751885331285	0.19634807477197
FBpp0087016	-0.000614871253374116	-0.755580890078427
FBpp0087017	0.00103390602914866	-0.851494023043842
FBpp0087018	0.0378027488885527	-0.939923936533397
FBpp0087023	-0.27384275669035	-0.497809754909823
FBpp0087025	0.407464966393178	0.142570543873791
FBpp0087026	-0.10640659848615	0.339295967991818
FBpp0087027	0.0307853684015365	0.139708770962982
FBpp0087029	-0.00782500418513066	-0.336269388536758
FBpp0087031	0.338749012293311	0.14171866707453
FBpp0087032	0.331608805138843	-0.221127729969486
FBpp0087033	-0.183296910237747	0.0864148875798798
FBpp0087035	0.587278854029196	-0.196039378793544
FBpp0087036	0.396977476114093	-0.753190538318424
FBpp0087037	-0.0751474044728694	-0.276889958516703
FBpp0087038	-0.0347928364345967	-0.30700340748753
FBpp0087044	-0.0667008794002013	0.0716130462079529
FBpp0087045	-0.0614291394413926	0.0431013500753716
FBpp0087046	0.0276666066259811	-0.0130531415444173
FBpp0087050	-0.100477282693601	0.143020885525832
FBpp0087051	-0.164302920425829	-0.0633305502441506
FBpp0087052	-0.141476870179445	-0.0944990103886619
FBpp0087053	-0.0327783452717434	0.144695622052971
FBpp0087056	-0.0104675899330253	0.205145105944491
FBpp0087058	-0.0626641651566355	0.0713502233879849
FBpp0087059	-0.0591919830347107	0.125937485377484
FBpp0087060	-0.0349435915019151	-0.669035159402639
FBpp0087061	-0.0639531423373643	-0.041181384331053
FBpp0087063	-0.0460018233732293	-0.201013933034063
FBpp0087064	0.0765618567488162	-0.161917234619873
FBpp0087065	0.354701112770088	0.456553621584876
FBpp0087066	0.197149364929459	-0.021828287917987
FBpp0087067	0.115916314328469	0.189430576507449
FBpp0087070	-0.0627324407523044	0.190202199435717
FBpp0087072	-0.0466882526933963	-0.0337998798715753
FBpp0087080	-0.0302941127437861	-0.237617680067967
FBpp0087082	-0.0699909297780164	0.147269378226643
FBpp0087083	-0.138781814952455	-0.0966848733552816
FBpp0087084	-0.0634026822401559	-0.0725997771992333
FBpp0087085	-0.107631748764081	0.0343984250993369
