gene_id	muscle_dietP_logFC	whole_body_dietP_logFC
FBpp0070325	-0.0695956651243783	0.0243347256317004
FBpp0070326	0.0125540685554391	-0.0117459663786377
FBpp0070327	-0.111365846472449	0.00539319762899726
FBpp0070328	-0.0318188387582981	0.258562723445893
FBpp0070331	0.0562632855342966	-0.08010299704861
FBpp0070332	-0.0644832729758593	0.0750443579451081
FBpp0070333	-0.0760762396591177	-0.085184089884248
FBpp0070335	-0.0476914043198978	0.153543932709688
FBpp0070336	-0.0604344873992073	0.0376751861918165
FBpp0070340	0.133880959674552	-0.752585996857282
FBpp0070347	-0.0695760387200677	0.0765813188789719
FBpp0070348	-0.101888341167497	0.0136004851811183
FBpp0070349	-0.0249471428932644	-0.0103248054004674
FBpp0070350	-0.114146900233242	-0.0201727954885614
FBpp0070351	-0.0949801201141897	-0.242854706713536
FBpp0070353	-0.0551953732384931	-0.111035578149684
FBpp0070355	-0.0726830689528386	0.0871246019459863
FBpp0070356	-0.110217018401263	0.00426775622108422
FBpp0070358	0.00649475906909119	0.223483805723663
FBpp0070359	-0.162804909597139	-0.06656940147164
FBpp0070360	-0.155160136832132	0.202867375393775
FBpp0070363	-0.0819849088718327	0.159495769447391
FBpp0070365	-0.174355744351513	-0.544344750898976
FBpp0070368	0.0440631436180408	-5.63732079110757e-05
FBpp0070369	-0.261373535478164	0.046426787642189
FBpp0070370	-0.0473332487373639	-0.152998238926765
FBpp0070371	-0.0422653498500983	0.0297597769627855
FBpp0070372	-0.0630041046033996	-0.448897873848274
FBpp0070373	-0.0861454259028995	-0.0667450405775345
FBpp0070374	-0.0812003203796772	-0.00426444783332314
FBpp0070376	0.0350909524086234	-0.184419112465005
FBpp0070377	-0.0368968001849728	0.338155625533303
FBpp0070380	-0.107975331554561	0.0636557106666799
FBpp0070381	0.0928340675271786	-0.336636355109502
FBpp0070382	-0.0888938440164375	-0.025730251353967
FBpp0070383	0.0234764527060832	-0.442854647963481
FBpp0070385	-0.0338205041640096	0.109970234849319
FBpp0070389	-0.0916311256077398	0.0650023062010338
FBpp0070390	-0.0307837952013592	0.554046347485005
FBpp0070391	-0.177646578195173	0.559855184583567
FBpp0070392	-0.0513750172934875	0.158128748400543
FBpp0070395	0.016601594715393	0.267638123183495
FBpp0070396	-0.0529698023026115	0.150997581973263
FBpp0070398	-0.126828619483786	-0.0620084547494417
FBpp0070400	-0.09384659451023	-0.272054761489204
FBpp0070401	-0.12557763881872	-0.125851418486918
FBpp0070402	-0.0801947984412066	-0.0577861503259659
FBpp0070403	-0.0424382462749642	-0.176255242012808
FBpp0070404	-0.0415342023553615	0.0209228648788513
FBpp0070406	-0.0351283705690195	0.000153202620747667
FBpp0070407	-0.0288034238020094	0.0541885879108775
FBpp0070408	0.0275389829876543	-0.393706258468917
FBpp0070409	-0.157411979833983	-0.0829029454565646
FBpp0070412	-0.0239132476492309	-0.85761424791201
FBpp0070413	-0.0767771022352395	0.111531099988486
FBpp0070415	-0.103859059260448	-0.0238554892044763
FBpp0070416	-0.103722910571852	0.0629426693386503
FBpp0070417	-0.059516935206287	0.221187255100934
FBpp0070418	-0.0736198267486954	0.0711970098274732
FBpp0070421	-0.0692973871503529	-0.24586301679421
FBpp0070422	-0.0483061035751372	0.0841552162284318
FBpp0070423	-0.120804011178759	0.243980039898286
FBpp0070425	-0.0565471046434647	0.020030899697439
FBpp0070426	-0.10737014516235	-0.556998301014486
FBpp0070429	-0.0516850250592829	0.164914554878099
FBpp0070430	-0.132017088862622	0.0249247202132232
FBpp0070431	-0.33248693806992	0.00738109335351966
FBpp0070432	-0.0190016979717668	-0.19133741289448
FBpp0070444	0.0229852504659946	-0.0121643468404673
FBpp0070445	0.0153152220805018	0.228198377183271
FBpp0070446	-0.0206835993941291	-0.27636045701104
FBpp0070455	0.0130560818804177	0.360423016469772
FBpp0070456	-0.0981509036129588	-0.0039360598053928
FBpp0070457	-0.0784202012171176	-0.000314627691466396
FBpp0070458	0.00687411264636162	-0.646199263162661
FBpp0070459	-0.0649713539261484	-0.081432981832484
FBpp0070462	-0.0511488890146222	0.238712352623052
FBpp0070463	-0.434206428522031	0.0189787331080193
FBpp0070464	-0.0625643640916794	-0.26425550811276
FBpp0070465	-0.148951936482511	-0.00253968065018761
FBpp0070466	-0.0961109759667079	-0.176597247712379
FBpp0070467	-0.110844765379201	-0.488024082328109
FBpp0070468	-0.0352468884953702	0.243258315982652
FBpp0070469	-0.0142412235553395	-0.0858897268038123
FBpp0070471	0.00860675989611059	-0.0622239630706722
FBpp0070472	-0.15229504043645	0.0429755664216915
FBpp0070474	-0.0626731265710985	-0.0379346764938985
FBpp0070475	-0.0831209060225477	0.0952112839649114
FBpp0070476	-0.0917038592952755	0.00527051693412739
FBpp0070479	-0.1268687194975	-0.169496078898362
FBpp0070480	-0.276737931573833	-0.145487795876299
FBpp0070481	0.132750703230283	-0.479619544121274
FBpp0070482	-0.249975244480154	-0.132779763740534
FBpp0070483	-0.0268359404305181	0.21382700648295
FBpp0070484	-0.0481320161416676	-0.0724938852841764
FBpp0070485	-0.137541527348044	-0.000963958958014655
FBpp0070499	0.199752024339484	-1.50121395503034
FBpp0070502	-0.0193120495885741	-0.479531958753713
FBpp0070503	-0.0514689089214329	-0.0947000060515727
FBpp0070507	-0.0212350565274579	-0.387041897368795
FBpp0070508	-0.107838336962549	-0.458912319422928
FBpp0070509	-0.0493043325118475	-0.310144614112947
FBpp0070511	-0.0242094772028927	-0.226808302565201
FBpp0070512	0.17695776121002	-0.225695102146253
FBpp0070513	0.0116972544261028	-1.55596373992317
FBpp0070514	0.203000165295712	-1.0111750124296
FBpp0070515	0.286582404542762	-0.391626511410101
FBpp0070516	0.121059163761208	-1.12155647510915
FBpp0070517	-0.0905114937550208	0.454909573936644
FBpp0070518	-0.018670072695309	-0.068459647187883
FBpp0070521	-0.00804508036619833	0.158526495187102
FBpp0070525	0.1097150366521	0.0957334516795138
FBpp0070526	-0.0144208802460348	-0.640310870815512
FBpp0070527	-0.00570181046423623	-0.820233897527885
FBpp0070528	0.0567370074102115	-1.0231396189216
FBpp0070529	-0.496211087114144	0.81460505069565
FBpp0070530	0.149916858346526	0.135398846475913
FBpp0070531	-0.0212544207666301	-1.41387680506234
FBpp0070532	-0.0121478762058911	-1.02240538387117
FBpp0070533	-0.0691260835296565	-0.0281329642457772
FBpp0070534	-0.119374032106001	-0.10741395524817
FBpp0070536	0.00780230924997977	-0.0201525541584668
FBpp0070537	-0.0930069242471094	0.0748389922938196
FBpp0070538	0.242907664691336	0.40957016420836
FBpp0070539	0.102085629119889	-1.03157313609877
FBpp0070540	0.217087591873116	0.733449709454381
FBpp0070541	0.613832891930449	-0.928454239245305
FBpp0070542	-0.0594226102602506	-0.664051504445832
FBpp0070543	-0.0665404558246687	0.0551249706421676
FBpp0070544	-0.0433249354538745	0.0404709994814785
FBpp0070545	-0.000629583769428177	-0.242289268134509
FBpp0070550	-0.150388867359045	0.193716750637094
FBpp0070552	-0.162820132707673	-0.72962945242601
FBpp0070558	-0.0767671065910998	0.241438689738478
FBpp0070561	-0.0997432024857927	-0.0789001234748533
FBpp0070563	-0.000495640115103058	-0.0873163352966146
FBpp0070564	-0.0190455003314213	-0.443585944040819
FBpp0070565	-0.0492515059270445	-0.156795061802131
FBpp0070573	-0.0421650492903207	0.217735772411306
FBpp0070574	-0.0673194323808018	-0.295634132896237
FBpp0070575	-0.0433068858530881	0.0534946798191621
FBpp0070578	-0.078334273003708	-0.353407054192709
FBpp0070584	-0.125548210791594	0.0367580372249572
FBpp0070585	-0.397821786220962	-0.474647307293679
FBpp0070586	-0.122372382778284	0.0387473389472232
FBpp0070589	-0.0912556836561276	0.128145916247216
FBpp0070594	-0.151203913061164	-0.0942562696934196
FBpp0070595	-0.134313946252468	-0.198139002112646
FBpp0070596	-0.114169004896902	-0.0547955209900692
FBpp0070597	-0.0923795459351353	0.049358924912455
FBpp0070606	-0.143694016361391	0.033439936395367
FBpp0070607	-0.100579711914497	0.311490377271867
FBpp0070610	-0.0910871226617052	-0.132891176938547
FBpp0070611	-0.103271979779893	0.183243814400162
FBpp0070612	-0.112617925858501	0.0345814998812688
FBpp0070613	0.284871020907119	0.068064925879374
FBpp0070614	0.172406274261131	-0.20157469558797
FBpp0070615	-0.0136451203546505	-0.510918912992095
FBpp0070616	-0.147127001556003	0.0108791009368775
FBpp0070620	-0.111925984449142	0.0200689204041454
FBpp0070622	-0.0136585074134635	-0.458208432729245
FBpp0070623	-0.069078869358836	-0.0162599495393488
FBpp0070624	-0.0465923042322633	0.0802593217477713
FBpp0070625	-0.00266512087846527	-0.705544118614729
FBpp0070626	-0.087705430929448	-0.453290785114692
FBpp0070627	-0.179153880228352	-0.518696003927783
FBpp0070628	0.173790631754438	-0.526980442148626
FBpp0070629	-0.0206145135396334	-0.326354644864654
FBpp0070631	0.00950675215517804	0.413671380863083
FBpp0070632	0.00920693617257845	-0.0189539886086653
FBpp0070636	-0.0686580353077035	0.0466985118527529
FBpp0070637	-0.10063182337012	-0.161385831936882
FBpp0070638	-0.0851871018504204	-0.0472389489557927
FBpp0070639	-0.0972429197324979	0.0639957303477633
FBpp0070642	-0.0472718724423118	0.0479091012410044
FBpp0070643	-0.0222286992152918	0.000523285389416817
FBpp0070644	-0.0905860982372664	0.177871129453823
FBpp0070645	-0.0939025507417564	-0.335864714112877
FBpp0070646	-0.0590294156744862	0.0288696606387604
FBpp0070647	-0.0446730447600669	-0.212760648589259
FBpp0070648	-0.0482869236836557	0.145935425259246
FBpp0070649	-0.184237913383019	-0.179951121826079
FBpp0070650	0.00707264355556592	0.0531612156520259
FBpp0070651	-0.0674010047772178	0.0698499353459289
FBpp0070653	-0.0316310717587561	0.0434764181319063
FBpp0070655	-0.0838510316784489	0.133158461775518
FBpp0070656	-0.0516022225092254	-0.301844727038351
FBpp0070657	-0.0105341357823816	-0.220189970013526
FBpp0070658	-0.0975810674673712	0.0417369175211958
FBpp0070660	-0.0560830812417468	-0.61507019779316
FBpp0070661	-0.359697534826538	0.245511685911988
FBpp0070665	0.00664317294726502	-0.404929921229914
FBpp0070666	-0.0355613609335494	-0.0182717751593816
FBpp0070667	-0.0699903443000752	-0.00781509062214036
FBpp0070669	-0.0861834712824656	0.0951306304102486
FBpp0070670	-0.0304342960741686	0.10774489805609
FBpp0070679	-0.0274951589484413	-0.0552806119564002
FBpp0070680	-0.025410156110887	-0.536892982178448
FBpp0070682	-0.229276011018457	-0.106402510686519
FBpp0070683	0.0614849430920887	-0.0537106898219648
FBpp0070684	-0.126973351118896	-0.542875745339477
FBpp0070685	0.0163775257103321	-0.472695964400155
FBpp0070689	-0.0912647793168332	-0.335059055211524
FBpp0070691	-0.153030396818887	-0.176470292722437
FBpp0070692	-0.133800380003489	-0.0114840719825635
FBpp0070699	0.00187301626031788	0.269771805964087
FBpp0070702	-0.0416714443828435	-0.319523437858326
FBpp0070703	-0.10349735636025	0.141095000188116
FBpp0070704	-0.122716973793669	-0.442097400976186
FBpp0070706	0.00204612786210889	0.105893993346888
FBpp0070709	-0.0802740811587938	-0.488358604095979
FBpp0070710	0.0270450028036892	0.0769989573427057
FBpp0070716	-0.0733339959329156	0.0397766339780856
FBpp0070717	0.057987191280396	0.0473086363503865
FBpp0070718	-0.00531282903073066	-0.392585624912837
FBpp0070719	-0.104618253671633	0.0382169507268801
FBpp0070722	0.00340422556670728	-0.300300941878727
FBpp0070723	-0.0977689457380794	0.0675315972987424
FBpp0070724	0.00937732435090433	-0.491292313805948
FBpp0070725	-0.0294231115851313	-0.39510646637918
FBpp0070726	0.0125222487337237	-0.467363047733268
FBpp0070729	-0.0314408677753664	0.098059929954348
FBpp0070730	-0.131082978895741	-0.159273240724125
FBpp0070731	-0.0184685114110096	0.0367547235893479
FBpp0070739	-0.0930992958153215	-0.00236880305749421
FBpp0070742	0.0381724896709118	-0.783013299318119
FBpp0070743	0.0216164423197103	0.00132117125151554
FBpp0070745	-0.741610860741524	0.582185085810666
FBpp0070746	-0.0816192226095773	0.0714292813098134
FBpp0070747	0.01920039312315	-0.170017397700276
FBpp0070748	-0.0460851314292818	-0.175953460522302
FBpp0070751	-0.0845429773607012	-0.0236895657260878
FBpp0070757	-0.830095044276191	0.591872866095713
FBpp0070761	-0.0808760304401991	0.0310673352385746
FBpp0070763	-0.0129284238872531	-0.172560671984635
FBpp0070764	-0.115059882090615	0.197120021635903
FBpp0070765	-0.0332776292594252	0.179374129457007
FBpp0070766	-0.134482533989829	-0.0583231841523619
FBpp0070768	-0.272288383876736	-0.00497538192558722
FBpp0070770	-0.0609766005235213	0.0213728968273259
FBpp0070772	-0.014972972496302	0.133710234795313
FBpp0070773	-0.0702405405695186	-0.00816163380028001
FBpp0070774	0.0811979098862067	1.09283616780879
FBpp0070775	-0.122297983309901	0.116655344840693
FBpp0070779	0.170060538883228	-0.782142117102219
FBpp0070780	0.0476893978304179	-0.265600698166166
FBpp0070781	-0.491148912497645	-0.710501564938295
FBpp0070782	-0.0652547788168222	-0.489889769730421
FBpp0070783	0.00685889296100173	-0.178222325977485
FBpp0070784	0.0660037972680065	-0.513325210710486
FBpp0070785	0.0168178221167424	-0.434067722618074
FBpp0070788	-0.0335346254661923	0.201379003327165
FBpp0070789	-0.0951641747271446	0.0461542734441741
FBpp0070790	-0.105906125013744	0.141938072768476
FBpp0070792	0.0522561447392836	0.651381971626662
FBpp0070793	-0.0409955214180343	-0.0996914405240533
FBpp0070794	-0.101550455322236	0.00871700523760288
FBpp0070795	-0.066534712758492	-0.0495450410369096
FBpp0070797	-0.216046404636226	-0.0769805317495268
FBpp0070798	-0.109979049771115	0.303943670132442
FBpp0070801	0.0849691080219546	0.414991985391563
FBpp0070802	-0.0314655170944247	0.0898883629139604
FBpp0070805	-0.0295956882914006	0.113645434044181
FBpp0070806	-0.0642931382795224	0.0887057215555542
FBpp0070808	-0.0626404810853625	0.119916272743333
FBpp0070809	-0.115132449220376	-0.0636058382635543
FBpp0070811	-0.0784061075595844	-0.202306173987473
FBpp0070812	-0.0958009020023498	0.0671196081071678
FBpp0070814	-0.182859328536493	-0.0220623914831207
FBpp0070817	-0.0647196226721904	0.0291533498791376
FBpp0070824	-0.0113827592542658	0.136182926912421
FBpp0070825	-0.0681895465497554	0.0827142596238934
FBpp0070826	-0.0462790899435669	-0.0752009693965712
FBpp0070827	0.034687026312986	0.0995665763420828
FBpp0070828	0.0523813299631897	-0.91338342783068
FBpp0070829	0.0205773241558915	0.611724580500056
FBpp0070830	-0.196876033455849	0.148278963108727
FBpp0070831	-0.0414700890527182	0.39649771936128
FBpp0070832	-0.0218396317357707	0.0597486193819522
FBpp0070837	-0.126597916247656	-0.0191286241375518
FBpp0070839	-0.0493181607961171	-0.320198527834681
FBpp0070842	-0.0596904905616957	0.0492049920933426
FBpp0070843	-0.0286316915106923	-0.122834544414144
FBpp0070844	0.0350499701471292	-0.956053769265614
FBpp0070846	-0.00254726580286324	-0.826743110444242
FBpp0070849	-0.0482924431905641	0.0140975078047069
FBpp0070851	0.0759611110373712	0.104368213450516
FBpp0070852	-0.0448203356045767	0.0642735979826018
FBpp0070854	-0.0498437380553776	-0.239004717071556
FBpp0070855	-0.0872381721182124	0.167592774902508
FBpp0070856	-0.158748793669564	0.168679294131965
FBpp0070857	-0.0180498789568925	0.621301311464067
FBpp0070859	-0.039035413043725	0.128593327999246
FBpp0070860	-0.110032830134602	-0.0607394062591771
FBpp0070861	-0.0662523872600485	0.158475986125957
FBpp0070862	-0.136862510850283	-0.00401354601816051
FBpp0070863	-0.124614314367205	-0.00387001361546491
FBpp0070864	-0.0949669134485588	-0.00149882969894999
FBpp0070865	0.095832159382268	0.22842203175571
FBpp0070868	-0.0168443855426059	0.123153568212166
FBpp0070870	-0.0139901751286757	0.0905942461167197
FBpp0070871	0.0133819749784737	-0.11197536526035
FBpp0070874	-0.166305293493414	-0.0438679631493386
FBpp0070875	-0.0240107141528338	-0.408011308871799
FBpp0070876	-0.0252884029932883	0.358176240051058
FBpp0070877	-0.1593293841396	-0.0252796198922589
FBpp0070880	-0.137558866164439	-0.00563647279910862
FBpp0070883	-0.067486065094601	0.0141368095866319
FBpp0070884	-0.0421492422237955	-0.788135514446063
FBpp0070885	-0.0776824568416903	-0.0295836225967948
FBpp0070886	-0.0513037022367719	0.0256950184481731
FBpp0070887	-0.0276895575702534	-0.419805288263649
FBpp0070891	-0.161526501135434	-0.0471488879736088
FBpp0070894	-0.0613673194866617	0.134431350495858
FBpp0070898	-0.032485343637664	0.182136683270333
FBpp0070905	0.0210523164034149	-0.443892974941066
FBpp0070906	-0.0941743189286055	0.24486467217463
FBpp0070907	-0.260439102953061	-0.00973138050037664
FBpp0070909	-0.0955563959119882	-0.0582508444893615
FBpp0070911	-0.207954840272084	-0.066662601272101
FBpp0070913	-0.0414690364496958	0.0660865740938601
FBpp0070914	-0.138668797883811	-0.0511085949573979
FBpp0070916	-0.02063031006175	-0.439665717700726
FBpp0070918	-0.156876840989327	-0.0258192566294009
FBpp0070920	-0.0168339540855541	-0.109315656627432
FBpp0070921	0.101688166362272	0.114510225718648
FBpp0070922	-0.0766802977784048	0.00437843851210795
FBpp0070924	-0.286375106978915	-0.0560295572525836
FBpp0070930	-0.0447301441979515	0.540595022840946
FBpp0070931	-0.12172830880877	-0.259400127498868
FBpp0070933	-0.083886958390762	-0.017454330149891
FBpp0070934	0.109419428632892	0.720770847458218
FBpp0070935	-0.0975182245344257	-0.0373213759088599
FBpp0070940	-0.134832866384006	-0.0477103930182414
FBpp0070944	-0.153993426475937	0.480568728502838
FBpp0070947	-0.0600064893745382	0.048303079792271
FBpp0070948	-0.0545350640703561	0.132717705333371
FBpp0070949	-0.0396699067927275	0.0165676014966719
FBpp0070950	-0.0753663709864856	-0.157931245426934
FBpp0070951	-0.0637758722520168	0.066222269555365
FBpp0070952	-0.216213426500229	-0.0250770819051454
FBpp0070953	-0.0548047249768863	0.0172203870214978
FBpp0070954	-0.0908323078372999	-0.0498364036223544
FBpp0070963	-0.0301648446351712	0.156563741908925
FBpp0070964	-0.0944741399303293	-0.0230458925101878
FBpp0070965	-0.0216799759929853	0.219810221859791
FBpp0070967	-0.0943585374775158	-0.372469473041243
FBpp0070969	-0.000615454058715104	0.0770556458582687
FBpp0070970	0.0483493111288726	0.204429121330983
FBpp0070973	-0.13115720833483	0.164736530305711
FBpp0070975	-0.11247916114848	0.0635151635286684
FBpp0070976	-0.0644360394431747	0.0967586202031975
FBpp0070978	-0.0885091322121405	0.18509266159716
FBpp0070979	-0.132941089235326	-0.094446860677845
FBpp0070991	-0.00146754378278824	0.0724925870900495
FBpp0070992	-0.0139695177395767	0.214085785049769
FBpp0070994	0.00893320666342989	-0.0263072745388762
FBpp0070995	-0.0957897003741586	0.16741522534557
FBpp0070997	-0.0959844562137904	-0.00490183570625458
FBpp0070998	-0.0641304073494586	-0.0337073415958656
FBpp0071000	-0.102855567958937	0.13923950740738
FBpp0071001	-0.147899615422721	0.0798163451868158
FBpp0071005	-0.011025582483859	-0.380852426387641
FBpp0071006	-0.162755157796722	-0.28244174653427
FBpp0071007	-0.0330385980392361	-0.0109966096615599
FBpp0071008	-0.117809169943061	0.193942381090387
FBpp0071010	-0.007163473913259	-0.300582366949887
FBpp0071012	-0.0256864774427183	-0.453367943826476
FBpp0071013	0.0414657288101513	1.57725787004544
FBpp0071014	-0.135041095160369	-0.395382774598616
FBpp0071015	0.0417137557768176	-0.848829654417065
FBpp0071016	-0.515928562003422	-0.0114042782883636
FBpp0071017	-0.297097523360506	0.0131201797390577
